payment_id,user_id,price,created_at,tariff
186,108512,140.0,2019-08-05 07:48:56,month_30off
187,35004,700.0,2019-08-05 07:52:09,year_30off
188,85027,700.0,2019-08-05 07:53:26,year_30off
189,49885,700.0,2019-08-05 07:58:25,year_30off
190,7120,140.0,2019-08-05 08:00:34,month_30off
191,138158,140.0,2019-08-05 08:00:46,month_30off
192,27264,700.0,2019-08-05 08:01:37,year_30off
193,69685,140.0,2019-08-05 08:02:05,month_30off
194,65464,140.0,2019-08-05 08:03:41,month_30off
195,27953,140.0,2019-08-05 08:05:15,month_30off
196,113073,700.0,2019-08-05 08:06:25,year_30off
197,58104,140.0,2019-08-05 08:07:11,month_30off
198,109055,140.0,2019-08-05 08:07:23,month_30off
199,141486,140.0,2019-08-05 08:09:01,month_30off
200,20391,200.0,2019-08-05 08:09:49,month
201,57855,700.0,2019-08-05 08:10:00,year_30off
202,8158,140.0,2019-08-05 08:10:37,month_30off
203,117622,200.0,2019-08-05 08:11:06,month
204,40049,200.0,2019-08-05 08:12:12,month
205,80472,700.0,2019-08-05 08:14:08,year_30off
206,147378,140.0,2019-08-05 08:17:08,month_30off
207,96552,1000.0,2019-08-05 08:17:24,year
208,61009,140.0,2019-08-05 08:18:45,month_30off
209,64626,140.0,2019-08-05 08:18:57,month_30off
210,11461,1000.0,2019-08-05 08:19:09,year
211,80796,140.0,2019-08-05 08:19:35,month_30off
212,104556,1000.0,2019-08-05 08:23:01,year
213,139295,140.0,2019-08-05 08:23:41,month_30off
214,54564,700.0,2019-08-05 08:24:37,year_30off
215,32346,700.0,2019-08-05 08:25:13,year_30off
216,79838,140.0,2019-08-05 08:25:38,month_30off
217,138478,200.0,2019-08-05 08:27:17,month
218,21086,140.0,2019-08-05 08:27:52,month_30off
219,43075,700.0,2019-08-05 08:28:00,year_30off
220,121447,200.0,2019-08-05 08:29:24,month
221,152250,700.0,2019-08-05 08:30:19,year_30off
222,116194,140.0,2019-08-05 08:32:44,month_30off
223,73740,140.0,2019-08-05 08:33:05,month_30off
224,12833,700.0,2019-08-05 08:33:59,year_30off
225,16538,700.0,2019-08-05 08:34:21,year_30off
226,39249,140.0,2019-08-05 08:36:00,month_30off
227,104623,700.0,2019-08-05 08:37:03,year_30off
228,71191,700.0,2019-08-05 08:38:46,year_30off
229,24817,140.0,2019-08-05 08:41:15,month_30off
230,79706,200.0,2019-08-05 08:42:01,month
231,102745,140.0,2019-08-05 08:42:16,month_30off
232,107082,700.0,2019-08-05 08:42:52,year_30off
233,108214,700.0,2019-08-05 08:43:06,year_30off
234,135789,140.0,2019-08-05 08:43:07,month_30off
235,9840,140.0,2019-08-05 08:43:57,month_30off
236,48830,140.0,2019-08-05 08:43:59,month_30off
237,50079,200.0,2019-08-05 08:47:06,month
238,122185,200.0,2019-08-05 08:47:17,month
239,100006,700.0,2019-08-05 08:48:00,year_30off
240,54277,140.0,2019-08-05 08:48:07,month_30off
241,118857,700.0,2019-08-05 08:50:12,year_30off
242,10710,1000.0,2019-08-05 08:52:36,year
243,28635,700.0,2019-08-05 08:52:40,year_30off
244,90529,140.0,2019-08-05 08:53:07,month_30off
245,148698,200.0,2019-08-05 08:54:10,month
246,135286,140.0,2019-08-05 08:55:25,month_30off
247,143587,1000.0,2019-08-05 08:55:40,year
248,27265,140.0,2019-08-05 08:56:19,month_30off
249,76571,140.0,2019-08-05 08:57:06,month_30off
250,1408,700.0,2019-08-05 08:57:18,year_30off
251,104172,200.0,2019-08-05 08:59:49,month
252,15900,700.0,2019-08-05 09:00:43,year_30off
253,99098,700.0,2019-08-05 09:01:04,year_30off
254,130153,200.0,2019-08-05 09:01:38,month
255,54966,140.0,2019-08-05 09:02:19,month_30off
256,117196,200.0,2019-08-05 09:02:23,month
257,126361,140.0,2019-08-05 09:03:04,month_30off
258,2920,200.0,2019-08-05 09:03:19,month
259,15882,200.0,2019-08-05 09:03:39,month
260,48371,200.0,2019-08-05 09:04:35,month
261,130090,140.0,2019-08-05 09:05:06,month_30off
262,15142,140.0,2019-08-05 09:05:40,month_30off
263,2335,700.0,2019-08-05 09:06:03,year_30off
264,77265,140.0,2019-08-05 09:06:48,month_30off
265,105976,200.0,2019-08-05 09:06:50,month
266,83399,200.0,2019-08-05 09:07:07,month
267,57880,700.0,2019-08-05 09:07:32,year_30off
268,38994,140.0,2019-08-05 09:08:18,month_30off
269,115491,140.0,2019-08-05 09:08:25,month_30off
270,54702,140.0,2019-08-05 09:08:43,month_30off
271,30124,700.0,2019-08-05 09:09:08,year_30off
272,117474,140.0,2019-08-05 09:09:37,month_30off
273,109944,1000.0,2019-08-05 09:10:01,year
274,75816,140.0,2019-08-05 09:10:53,month_30off
275,132640,140.0,2019-08-05 09:11:09,month_30off
276,51275,200.0,2019-08-05 09:12:06,month
277,9014,140.0,2019-08-05 09:13:10,month_30off
278,130532,1000.0,2019-08-05 09:14:42,year
279,74709,140.0,2019-08-05 09:15:20,month_30off
280,64650,200.0,2019-08-05 09:16:11,month
281,90583,140.0,2019-08-05 09:18:02,month_30off
282,142128,1000.0,2019-08-05 09:18:08,year
283,32140,700.0,2019-08-05 09:18:40,year_30off
284,63180,140.0,2019-08-05 09:18:54,month_30off
285,27298,200.0,2019-08-05 09:19:52,month
286,142708,200.0,2019-08-05 09:19:54,month
287,44504,200.0,2019-08-05 09:21:53,month
288,112951,140.0,2019-08-05 09:22:16,month_30off
289,47835,140.0,2019-08-05 09:24:34,month_30off
290,18137,140.0,2019-08-05 09:25:12,month_30off
291,140952,140.0,2019-08-05 09:25:36,month_30off
292,42193,200.0,2019-08-05 09:26:28,month
293,40875,140.0,2019-08-05 09:28:31,month_30off
294,123149,140.0,2019-08-05 09:31:29,month_30off
295,89548,140.0,2019-08-05 09:31:34,month_30off
296,15268,140.0,2019-08-05 09:31:35,month_30off
297,48496,700.0,2019-08-05 09:31:50,year_30off
298,132679,700.0,2019-08-05 09:33:15,year_30off
299,148659,140.0,2019-08-05 09:33:34,month_30off
300,6432,140.0,2019-08-05 09:34:05,month_30off
301,46900,700.0,2019-08-05 09:34:27,year_30off
302,82859,700.0,2019-08-05 09:34:36,year_30off
303,58009,700.0,2019-08-05 09:34:42,year_30off
304,26532,200.0,2019-08-05 09:35:09,month
305,113745,140.0,2019-08-05 09:36:55,month_30off
306,60029,700.0,2019-08-05 09:38:00,year_30off
307,33543,200.0,2019-08-05 09:39:11,month
308,133529,140.0,2019-08-05 09:40:25,month_30off
309,110502,700.0,2019-08-05 09:41:28,year_30off
310,84240,700.0,2019-08-05 09:42:08,year_30off
311,79129,140.0,2019-08-05 09:42:08,month_30off
312,36449,140.0,2019-08-05 09:42:16,month_30off
313,43180,140.0,2019-08-05 09:42:47,month_30off
314,142554,200.0,2019-08-05 09:43:00,month
315,135381,700.0,2019-08-05 09:43:11,year_30off
316,84660,700.0,2019-08-05 09:43:36,year_30off
317,124569,700.0,2019-08-05 09:45:05,year_30off
318,99657,700.0,2019-08-05 09:46:02,year_30off
319,41738,140.0,2019-08-05 09:46:29,month_30off
320,19857,200.0,2019-08-05 09:47:00,month
321,79531,1000.0,2019-08-05 09:47:43,year
322,135284,200.0,2019-08-05 09:50:41,month
323,122016,140.0,2019-08-05 09:51:18,month_30off
324,68960,140.0,2019-08-05 09:51:44,month_30off
325,136585,140.0,2019-08-05 09:53:35,month_30off
326,43133,140.0,2019-08-05 09:54:08,month_30off
327,94666,700.0,2019-08-05 09:54:33,year_30off
328,107977,140.0,2019-08-05 09:54:37,month_30off
329,82896,700.0,2019-08-05 09:54:38,year_30off
330,147922,700.0,2019-08-05 09:55:03,year_30off
331,61699,700.0,2019-08-05 09:56:13,year_30off
332,40939,1000.0,2019-08-05 09:56:35,year
333,119810,140.0,2019-08-05 09:56:44,month_30off
334,78526,140.0,2019-08-05 09:58:06,month_30off
335,54823,140.0,2019-08-05 10:00:06,month_30off
336,11989,200.0,2019-08-05 10:00:50,month
337,77486,140.0,2019-08-05 10:00:51,month_30off
338,86466,140.0,2019-08-05 10:02:26,month_30off
339,51329,140.0,2019-08-05 10:02:41,month_30off
340,81750,140.0,2019-08-05 10:02:45,month_30off
341,136625,140.0,2019-08-05 10:03:27,month_30off
342,47558,200.0,2019-08-05 10:03:43,month
343,80890,200.0,2019-08-05 10:04:23,month
344,68624,200.0,2019-08-05 10:04:28,month
345,47828,200.0,2019-08-05 10:04:31,month
346,95661,140.0,2019-08-05 10:04:44,month_30off
347,119297,140.0,2019-08-05 10:04:44,month_30off
348,94340,700.0,2019-08-05 10:05:13,year_30off
349,85477,140.0,2019-08-05 10:05:20,month_30off
350,120978,140.0,2019-08-05 10:05:21,month_30off
351,122931,140.0,2019-08-05 10:07:08,month_30off
352,148778,140.0,2019-08-05 10:07:18,month_30off
353,129089,700.0,2019-08-05 10:07:51,year_30off
354,65584,140.0,2019-08-05 10:08:13,month_30off
355,62499,200.0,2019-08-05 10:08:32,month
356,35500,700.0,2019-08-05 10:09:03,year_30off
357,22440,200.0,2019-08-05 10:09:39,month
358,18907,140.0,2019-08-05 10:09:43,month_30off
359,122391,1000.0,2019-08-05 10:13:30,year
360,151938,140.0,2019-08-05 10:13:52,month_30off
361,122966,140.0,2019-08-05 10:14:10,month_30off
362,106840,200.0,2019-08-05 10:15:05,month
363,92585,200.0,2019-08-05 10:15:08,month
364,105199,700.0,2019-08-05 10:15:20,year_30off
365,148830,140.0,2019-08-05 10:15:32,month_30off
366,86544,200.0,2019-08-05 10:16:01,month
367,74092,140.0,2019-08-05 10:16:40,month_30off
368,73871,700.0,2019-08-05 10:17:14,year_30off
369,25184,700.0,2019-08-05 10:18:31,year_30off
370,3149,140.0,2019-08-05 10:19:41,month_30off
371,64561,700.0,2019-08-05 10:19:46,year_30off
372,30922,200.0,2019-08-05 10:20:24,month
373,111537,200.0,2019-08-05 10:21:35,month
374,88405,140.0,2019-08-05 10:21:48,month_30off
375,103277,700.0,2019-08-05 10:22:07,year_30off
376,63882,1000.0,2019-08-05 10:24:11,year
377,68949,140.0,2019-08-05 10:25:02,month_30off
378,150083,140.0,2019-08-05 10:25:26,month_30off
379,18212,200.0,2019-08-05 10:26:10,month
380,10225,700.0,2019-08-05 10:26:50,year_30off
381,90214,200.0,2019-08-05 10:27:09,month
382,98263,200.0,2019-08-05 10:27:45,month
383,132378,200.0,2019-08-05 10:28:21,month
384,24567,700.0,2019-08-05 10:29:18,year_30off
385,52903,140.0,2019-08-05 10:29:59,month_30off
386,61845,140.0,2019-08-05 10:30:03,month_30off
387,151401,200.0,2019-08-05 10:31:39,month
388,21458,700.0,2019-08-05 10:32:54,year_30off
389,66520,140.0,2019-08-05 10:35:09,month_30off
390,104248,140.0,2019-08-05 10:35:41,month_30off
391,77453,140.0,2019-08-05 10:37:26,month_30off
392,8936,140.0,2019-08-05 10:39:24,month_30off
393,45488,1000.0,2019-08-05 10:41:33,year
394,42143,700.0,2019-08-05 10:41:35,year_30off
395,152317,200.0,2019-08-05 10:41:38,month
396,27942,140.0,2019-08-05 10:41:46,month_30off
397,136125,1000.0,2019-08-05 10:42:19,year
398,119011,200.0,2019-08-05 10:42:45,month
399,4911,200.0,2019-08-05 10:44:31,month
400,81489,1000.0,2019-08-05 10:45:25,year
401,146164,700.0,2019-08-05 10:45:40,year_30off
402,45274,140.0,2019-08-05 10:45:50,month_30off
403,58136,140.0,2019-08-05 10:46:23,month_30off
404,60098,140.0,2019-08-05 10:46:39,month_30off
405,87253,700.0,2019-08-05 10:46:39,year_30off
406,137997,700.0,2019-08-05 10:47:07,year_30off
407,53804,140.0,2019-08-05 10:47:15,month_30off
408,106012,200.0,2019-08-05 10:47:22,month
409,39905,140.0,2019-08-05 10:47:37,month_30off
410,67347,200.0,2019-08-05 10:48:42,month
411,106211,140.0,2019-08-05 10:48:53,month_30off
412,151569,200.0,2019-08-05 10:49:27,month
413,35579,700.0,2019-08-05 10:49:59,year_30off
414,46311,700.0,2019-08-05 10:50:45,year_30off
415,31275,700.0,2019-08-05 10:51:24,year_30off
416,75000,700.0,2019-08-05 10:51:37,year_30off
417,26704,700.0,2019-08-05 10:51:49,year_30off
418,35409,140.0,2019-08-05 10:52:43,month_30off
419,94082,140.0,2019-08-05 10:52:49,month_30off
420,34971,700.0,2019-08-05 10:52:59,year_30off
421,136600,200.0,2019-08-05 10:53:36,month
422,16893,200.0,2019-08-05 10:53:45,month
423,15246,200.0,2019-08-05 10:54:30,month
424,95506,140.0,2019-08-05 10:55:38,month_30off
425,50323,140.0,2019-08-05 10:56:04,month_30off
426,125744,200.0,2019-08-05 10:56:29,month
427,56727,200.0,2019-08-05 10:56:29,month
428,135551,140.0,2019-08-05 10:56:34,month_30off
429,140959,200.0,2019-08-05 10:58:05,month
430,30626,700.0,2019-08-05 10:58:19,year_30off
431,84411,200.0,2019-08-05 10:58:35,month
432,150200,700.0,2019-08-05 10:58:37,year_30off
433,93176,700.0,2019-08-05 10:58:50,year_30off
434,34904,200.0,2019-08-05 10:59:57,month
435,40478,1000.0,2019-08-05 11:01:56,year
436,122188,200.0,2019-08-05 11:02:11,month
437,84625,700.0,2019-08-05 11:02:37,year_30off
438,133186,200.0,2019-08-05 11:02:42,month
439,112313,200.0,2019-08-05 11:03:07,month
440,2914,140.0,2019-08-05 11:03:51,month_30off
441,89427,140.0,2019-08-05 11:05:07,month_30off
442,29241,200.0,2019-08-05 11:05:44,month
443,30467,700.0,2019-08-05 11:06:06,year_30off
444,29490,140.0,2019-08-05 11:06:11,month_30off
445,69667,140.0,2019-08-05 11:06:16,month_30off
446,148471,200.0,2019-08-05 11:06:28,month
447,71470,140.0,2019-08-05 11:06:41,month_30off
448,142334,1000.0,2019-08-05 11:06:41,year
449,53756,140.0,2019-08-05 11:06:54,month_30off
450,66482,700.0,2019-08-05 11:07:24,year_30off
451,27320,700.0,2019-08-05 11:07:33,year_30off
452,57878,140.0,2019-08-05 11:08:09,month_30off
453,45429,200.0,2019-08-05 11:10:51,month
454,47230,1000.0,2019-08-05 11:11:24,year
455,145188,140.0,2019-08-05 11:11:32,month_30off
456,89154,140.0,2019-08-05 11:12:07,month_30off
457,44432,200.0,2019-08-05 11:12:46,month
458,144098,1000.0,2019-08-05 11:14:08,year
459,64465,1000.0,2019-08-05 11:15:42,year
460,28218,140.0,2019-08-05 11:17:28,month_30off
461,81334,700.0,2019-08-05 11:17:57,year_30off
462,109199,700.0,2019-08-05 11:18:24,year_30off
463,75223,140.0,2019-08-05 11:20:14,month_30off
464,70111,140.0,2019-08-05 11:20:24,month_30off
465,3110,700.0,2019-08-05 11:20:50,year_30off
466,12142,140.0,2019-08-05 11:21:12,month_30off
467,48825,1000.0,2019-08-05 11:21:19,year
468,34259,700.0,2019-08-05 11:21:55,year_30off
469,69722,140.0,2019-08-05 11:23:16,month_30off
470,105039,700.0,2019-08-05 11:24:08,year_30off
471,76624,200.0,2019-08-05 11:25:04,month
472,46421,700.0,2019-08-05 11:25:36,year_30off
473,109041,140.0,2019-08-05 11:25:43,month_30off
474,116698,700.0,2019-08-05 11:25:49,year_30off
475,107070,140.0,2019-08-05 11:27:03,month_30off
476,104137,200.0,2019-08-05 11:27:11,month
477,83355,140.0,2019-08-05 11:27:25,month_30off
478,115387,1000.0,2019-08-05 11:29:05,year
479,50145,140.0,2019-08-05 11:29:43,month_30off
480,93845,700.0,2019-08-05 11:31:00,year_30off
481,90494,200.0,2019-08-05 11:31:32,month
482,92910,140.0,2019-08-05 11:32:28,month_30off
483,53842,200.0,2019-08-05 11:32:32,month
484,19254,200.0,2019-08-05 11:32:44,month
485,13258,140.0,2019-08-05 11:33:32,month_30off
486,125027,140.0,2019-08-05 11:33:39,month_30off
487,37581,140.0,2019-08-05 11:34:00,month_30off
488,5768,700.0,2019-08-05 11:34:59,year_30off
489,7971,700.0,2019-08-05 11:35:29,year_30off
490,130293,700.0,2019-08-05 11:36:08,year_30off
491,69284,140.0,2019-08-05 11:37:00,month_30off
492,63626,200.0,2019-08-05 11:38:15,month
493,87947,140.0,2019-08-05 11:38:33,month_30off
494,141137,700.0,2019-08-05 11:39:16,year_30off
495,31224,200.0,2019-08-05 11:40:00,month
496,110329,140.0,2019-08-05 11:41:49,month_30off
497,104632,700.0,2019-08-05 11:42:17,year_30off
498,102493,140.0,2019-08-05 11:42:38,month_30off
499,131902,140.0,2019-08-05 11:42:40,month_30off
500,130204,700.0,2019-08-05 11:43:56,year_30off
501,19528,140.0,2019-08-05 11:45:03,month_30off
502,10994,700.0,2019-08-05 11:45:47,year_30off
503,152992,140.0,2019-08-05 11:45:57,month_30off
504,126603,700.0,2019-08-05 11:46:00,year_30off
505,109117,700.0,2019-08-05 11:46:30,year_30off
506,55143,200.0,2019-08-05 11:46:52,month
507,103125,140.0,2019-08-05 11:47:08,month_30off
508,47170,140.0,2019-08-05 11:47:23,month_30off
509,49109,1000.0,2019-08-05 11:47:30,year
510,121958,700.0,2019-08-05 11:48:02,year_30off
511,24823,140.0,2019-08-05 11:48:29,month_30off
512,141647,200.0,2019-08-05 11:48:37,month
513,20686,700.0,2019-08-05 11:49:24,year_30off
514,50238,140.0,2019-08-05 11:49:43,month_30off
515,20631,700.0,2019-08-05 11:49:43,year_30off
516,60958,140.0,2019-08-05 11:50:52,month_30off
517,21153,200.0,2019-08-05 11:51:16,month
518,91076,140.0,2019-08-05 11:51:49,month_30off
519,50359,200.0,2019-08-05 11:51:55,month
520,2609,140.0,2019-08-05 11:53:14,month_30off
521,73435,700.0,2019-08-05 11:53:47,year_30off
522,85958,140.0,2019-08-05 11:54:36,month_30off
523,130302,140.0,2019-08-05 11:54:40,month_30off
524,145338,200.0,2019-08-05 11:54:45,month
525,30270,140.0,2019-08-05 11:54:50,month_30off
526,106622,700.0,2019-08-05 11:54:55,year_30off
527,101690,140.0,2019-08-05 11:55:47,month_30off
528,142097,700.0,2019-08-05 11:56:03,year_30off
529,152294,140.0,2019-08-05 11:56:26,month_30off
530,100950,140.0,2019-08-05 11:57:01,month_30off
531,141526,1000.0,2019-08-05 11:57:49,year
532,149862,140.0,2019-08-05 11:57:55,month_30off
